id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,price_per_review
53567589,Private Garden Apt in Downtown Albany|Pets Allowed,433096110,Brian,sixth ward,42.65204,-73.76655,Entire home/apt,98.0,1,269,2025-06-06,6.33,3,339,62,0.362962962962963
53645427,★ BEAUTIFUL  2 BED 2 BATH  w/ SOAKER TUB + W/D★,47625981,Linda,fourth ward,42.65913,-73.74722,Entire home/apt,135.0,1,119,2025-05-25,2.8,18,175,29,1.125
53860077,/ Sauna Garden Getaway\ 1943 SUNY Eagle Hill,4259750,Peter,fifteenth ward,42.674675,-73.822861,Entire home/apt,343.0,1,40,2025-04-14,1.02,8,335,19,8.365853658536585
53971505,Charming 1 Bdrm Garden Apt in Historic Brownstone,60293220,David,fourth ward,42.65873,-73.7494,Entire home/apt,93.0,13,3,2022-12-31,0.08,3,364,0,23.25
54097694,B Unieke,438504176,Roland,second ward,42.64683,-73.75662,Entire home/apt,300.0,1,0,,0.0,1,365,0,300.0
54126420,Beautiful 1 bedroom in a quiet residential area.,37769478,Erion,tenth ward,42.66261,-73.79026,Entire home/apt,83.0,1,105,2025-05-08,2.88,11,358,27,0.7830188679245284
54126421,Beautiful Apartment in the heart of Albany,37769478,Erion,sixth ward,42.65422,-73.76996,Entire home/apt,110.0,1,69,2025-03-12,1.77,11,329,9,1.5714285714285714
54126427,Beautiful 1 bedroom In the heart of Albany,37769478,Erion,sixth ward,42.65403,-73.77056,Entire home/apt,92.0,1,133,2025-05-23,3.19,11,340,31,0.6865671641791045
54128829,Modern & Cozy Cntr Square Townhouse Gem from 1854,265709295,Richard And Priscela,sixth ward,42.65594,-73.76591,Entire home/apt,144.0,1,243,2025-05-18,6.04,2,325,40,0.5901639344262295
54150131,Charming 170-Year-Old Home in the Heart of Albany,432936385,Jared,sixth ward,42.65143,-73.76497,Entire home/apt,164.0,1,224,2025-05-25,5.7,1,303,82,0.7288888888888889
54369238,"Cozy townhouse, close to hospital, free parking!",152762198,Allen,ninth ward,42.65578,-73.78641,Entire home/apt,97.0,3,56,2025-06-01,1.7,9,233,25,1.7017543859649122
54369240,Lovely 1 bedroom rental close to Alb Med!,152762198,Allen,tenth ward,42.65905,-73.77964,Entire home/apt,77.0,3,57,2025-05-20,1.54,9,325,13,1.3275862068965518
559249822516788574,Cozy 1 bedroom with office and luxurious King size,433884293,Uniah,ninth ward,42.66062,-73.79112,Entire home/apt,68.0,6,2,2023-06-26,0.06,1,363,0,22.666666666666668
581057744765912905,◆UNIQUE◆ spacious LOFT with photo studio w/d!,47625981,Linda,third ward,42.65848,-73.76359,Entire home/apt,92.0,1,45,2025-03-23,1.15,18,358,6,2.0
588298411730694861,Modern one bedroom with free off street parking,353498132,Michael,second ward,42.64441,-73.75647,Entire home/apt,118.0,13,13,2024-11-09,0.36,6,302,2,8.428571428571429
593272120497643087,The Historic J. Buel Farmhouse - Luxury Suite,382970529,Thomas,thirteenth ward,42.66911,-73.79869,Private room,96.0,1,123,2025-06-05,3.45,15,46,25,0.7741935483870968
597655328370142613,Newly refurbished 2 bedroom close to Lark,30920241,Miri,sixth ward,42.65314,-73.76787,Entire home/apt,214.0,60,11,2024-10-28,0.29,2,90,3,17.833333333333332
617242073954595468,Iconic City Center Apt in Downtown | Pets Allowed,433096110,Brian,sixth ward,42.65353,-73.7679,Entire home/apt,98.0,1,177,2025-05-26,4.7,3,321,46,0.550561797752809
618673322156725003,"Huge loft with a king bed, balcony and park views",2554853,Nim,sixth ward,42.65547943115234,-73.76625061035156,Entire home/apt,135.0,5,8,2025-02-18,0.25,1,260,2,15.0
619695112394148331,Modern luxury one bedroom with off street parking,353498132,Michael,second ward,42.64489,-73.75731,Entire home/apt,133.0,13,10,2024-08-01,0.28,6,307,2,12.090909090909092
620480926228934988,"Lovely renovated, 2-bedroom home with free parking",457678547,Najeem Adegbemiga,seventh ward,42.640217,-73.780815,Entire home/apt,133.0,2,16,2024-07-22,0.47,1,165,1,7.823529411764706
628163387057233327,★SPACIOUS 1BR Apt w/ Character 10ft Ceilings W/D!★,47625981,Linda,second ward,42.64528,-73.75861,Entire home/apt,99.0,1,57,2025-05-27,1.56,18,192,14,1.706896551724138
628824127129967353,Clean lines and accessible Convenient Location!,7164949,Jordan,third ward,42.66169974831227,-73.76466827605744,Private room,58.0,2,0,,0.0,1,88,0,58.0
631035244220396236,★PRIVATE 1 BDRM Newly Renovated Apt W/D Patio★,47625981,Linda,second ward,42.64558,-73.75928,Entire home/apt,98.0,1,57,2025-05-23,1.54,18,262,10,1.6896551724137931
634108143238179968,Perfect for Families and Traveling Professionals,119340359,Lori,sixth ward,42.65323,-73.76797,Entire home/apt,93.0,30,101,2024-07-28,2.75,2,0,5,0.9117647058823529
649973892551492641,Modern luxury studio with free off street parking,353498132,Michael,second ward,42.64625,-73.75663,Entire home/apt,90.0,14,8,2024-11-26,0.23,6,84,3,10.0
653433851241162365,Lovely apartment in heart of Albany,1761578,Grant,sixth ward,42.65389,-73.76538,Entire home/apt,130.0,2,6,2024-10-21,0.22,3,216,3,18.571428571428573
654302747324294105,★ Private 1 bdrm w/ backyard access ★ In-unit W/D,47625981,Linda,fourth ward,42.65752,-73.74743,Entire home/apt,104.0,1,51,2024-12-01,1.45,18,359,8,2.0
658160753231817095,Lovely artist 1 bedroom apartment close to LARK,30920241,Miri,sixth ward,42.65128,-73.7686,Entire home/apt,93.0,28,1,2024-06-28,0.09,2,63,1,46.5
658638185191740358,CHEERFULL 3 BEDROOM HOME WITH FREE PARKING.,466389096,Patrice,first ward,42.6374547,-73.7716647,Entire home/apt,140.0,7,5,2023-09-22,0.14,2,312,0,23.333333333333332
662132809952482192,Beautiful 4 bedroom house Large eat in kitchen,466389096,Patrice,first ward,42.6378819,-73.7715269,Entire home/apt,125.0,14,2,2024-08-12,0.06,2,359,1,41.666666666666664
667644674529935702,Pied-a-terre albany,439560254,Sean,sixth ward,42.65541380925019,-73.76367520540953,Entire home/apt,109.0,2,103,2025-05-26,2.95,1,164,25,1.0480769230769231
668608096674070882,The Historic J. Buel Farmhouse-  Rose Feather Room,382970529,Thomas,fourteenth ward,42.66758,-73.7992,Private room,60.0,1,136,2025-05-23,3.85,15,44,34,0.43795620437956206
668608486588067880,The Historic J. Buel Farmhouse - Silk Hearth Room,382970529,Thomas,fourteenth ward,42.66764,-73.79908,Private room,74.0,1,114,2025-05-25,3.24,15,51,27,0.6434782608695652
677623197606854496,**New Listing! Modern 2 bdrm Apt in Mansion Area!,203631769,Johnny,second ward,42.64531,-73.75963,Entire home/apt,93.0,2,28,2023-09-29,0.82,1,0,0,3.206896551724138
681952268271889535,Albany-2 bedrooms apt (1st fl) A&A-Sisters Rental,461579260,Md,second ward,42.646896,-73.757612,Entire home/apt,181.0,1,3,2024-03-31,0.11,2,160,0,45.25
687496906843024117,Albany-3 bedrooms apt (2nd fl) A&A-Sisters Rental,461579260,Md,second ward,42.64621,-73.75723,Entire home/apt,198.0,1,4,2023-05-28,0.12,2,0,0,39.6
689719338468663432,"Elegant, spacious studio apt in historic mansion",1717342,David,sixth ward,42.65405765037151,-73.76071299629517,Entire home/apt,84.0,1,266,2025-05-31,7.78,2,317,88,0.3146067415730337
692807914756117019,Relax in Style by Washington Park - Free Parking,67337944,Rabia,eleventh ward,42.6623,-73.777,Entire home/apt,104.0,31,104,2025-02-23,3.49,1,157,18,0.9904761904761905
703551649845095095,Cozy Albany Home,3650672,Zuhair,thirteenth ward,42.67075,-73.79704,Entire home/apt,158.0,3,4,2025-05-09,0.38,1,156,4,31.6
